NID,Time,EventName,DisasterType,DisasterSubType,Coordinate,Lon,Lat,C_Name,T_Name,Address,situation,DeathNo,MissingNo,InjuredNo,TrappedNo,ShelterNo,CaseStatus,GeometryType,SourceType,CaseInformer,nTWD97_X,nTWD97_Y,WriteDateTime
165054,2016-9-28 13:37,梅姬颱風,積淹水災情,地區積淹水,"120.189647,23.432687",120.189647,23.432687,嘉義縣,東石鄉  ,嘉義縣東石鄉西崙村157線,嘉義縣東石鄉西崙村157線路面淹水，布袋過溝中排上游快溢堤,0,0,0,0,0,已處理,點,災情查報WEB,,167194.1,2592430.02,42642.42986
165057,2016-9-28 13:37,梅姬颱風,積淹水災情,地區積淹水,"120.372680511845,22.7893072685045",120.372681,22.789307,高雄市,燕巢區  ,高雄市燕巢區旗楠公路樹德科大前,樹德科大前淹水，居民無法進出,0,0,0,0,0,已處理,點,災情查報WEB,,185591.76,2521089.4,42642.42986
165060,2016-9-28 13:36,梅姬颱風,積淹水災情,房屋積淹水,"120.17651,23.066341",120.17651,23.066341,臺南市,安南區  ,臺南市安南區海佃路4段388巷134弄,淹水60公分,0,0,0,0,0,處理中,點,災情查報WEB,,165621.44,2551866.87,42642.42986
165072,2016-9-28 13:35,梅姬颱風,積淹水災情,房屋積淹水,"120.199782,22.980919",120.199782,22.980919,臺南市,南區   ,臺南市南區健康路一段391巷15號5樓,該處住家淹水流到外面，請通知屋主,0,0,0,0,0,處理中,點,災情查報WEB,,167954.43,2542393.93,42642.42986
165253,2016-9-28 13:18,梅姬颱風,積淹水災情,道路積淹水,"120.669567,24.201584",120.669567,24.201584,臺中市,北屯區  ,臺中市北屯區環中路一段1700-2號,"環中路一段1700-2號道路積水,影響行車安全",0,0,0,0,0,處理中,點,災情查報WEB,,216433.67,2677387.95,42642.43194
165274,2016-9-28 13:16,梅姬颱風,積淹水災情,房屋積淹水,"120.118297,23.057967",120.118297,23.057967,臺南市,安南區  ,臺南市安南區城西街2段291巷淹水,臺南市安南區城西街2段291巷淹水,0,0,0,0,0,已處理,點,災情查報WEB,,159650.76,2550974.29,42642.43194
165305,2016-9-28 13:13,梅姬颱風,積淹水災情,房屋積淹水,"120.248186,22.937419",120.248186,22.937419,臺南市,仁德區  ,臺南市仁德區中正路一段662巷2弄,道路淹水約小腿高,0,0,0,0,0,處理中,點,災情查報WEB,,172892.8,2537550.54,42642.43194
165324,2016-9-28 13:11,梅姬颱風,積淹水災情,房屋地下室積水,"120.190184,22.999627",120.190184,22.999627,臺南市,中西區  ,臺南市中西區和真街13號,民眾來電表示因為地下室積水，需要協助抽水。,0,0,0,0,0,處理中,點,災情查報WEB,,166981.75,2544471.07,42642.43264
165370,2016-9-28 13:06,梅姬颱風,積淹水災情,道路積淹水,"120.244212,23.007826",120.244212,23.007826,臺南市,永康區  ,臺南市永康區復華二街39號,1999轉報 民眾表示住家外積淹水，黃泥巴水，請協助,0,0,0,0,0,已處理,點,災情查報WEB,,172525.34,2545349.45,42642.43264
165387,2016-9-28 13:04,梅姬颱風,積淹水災情,道路積淹水,"121.5383,25.06835",121.5383,25.06835,臺北市,中山區  ,台北市中山區民族東路115號中獄殿,水位接近路面.梅姬,0,0,0,0,0,已處理,點,自建系統,,304306.42,2773456.26,42642.43333
165514,2016-9-28 12:51,梅姬颱風,積淹水災情,房屋地下室積水,"121.5146,25.0896",121.5146,25.0896,桃園市,     ,桃園區中正路101號,案件編號:00423508主旨:地下室淹水內文：(1999無email)民眾反映桃園區中正路101號(NET)，地下室淹水不好清理，希望有關單位能使用抽水機清理，謝謝。,0,0,0,0,0,已處理,點,縣市1999,,301906.44,2775800.73,42642.43472
165572,2016-9-28 12:44,梅姬颱風,積淹水災情,房屋積淹水,"120.154785156529,23.0440449283549",120.154785,23.044045,臺南市,安南區  ,臺南市安南區,淹水進民宅,0,0,0,0,0,已處理,點,災情查報WEB,,163381.04,2549410.46,42642.43472
165635,2016-9-28 12:35,梅姬颱風,積淹水災情,地區積淹水,"120.52014321117306,23.44905233058034",120.520143,23.449052,嘉義縣,水上鄉  ,嘉義縣水上鄉台82線往西中和交流道附近,2016/09/28 12:35:58 - 路面積水車輛無法通行,0,0,0,0,0,已處理,點,119消防署派遣系統,,200972.61,2594091.12,42642.43542
165651,2016-9-28 12:34,梅姬颱風,積淹水災情,道路積淹水,"120.376655,22.885153",120.376655,22.885153,高雄市,田寮區  ,高雄市田寮區西德里山腳巷11號,聯外道路淹水,0,0,0,0,0,已處理,點,災情查報WEB,,186044.66,2531701.17,42642.43611
165705,2016-9-28 12:29,梅姬颱風,積淹水災情,房屋積淹水,"120.228303279382,23.1007398428333",120.228303,23.10074,臺南市,安定區  ,臺南市安定區嘉村31-10號,市長臉書反映事項: 賴市長，我們是安定區六塊寮嘉村31-10號，位在南興國小旁邊，這裡的大排水溝滿了，淹水進民宅了,0,0,0,0,0,處理中,點,災情查報WEB,,170948.77,2555647.29,42642.43681
165782,2016-9-28 12:19,梅姬颱風,積淹水災情,房屋積淹水,"120.158835,23.055803",120.158835,23.055803,臺南市,安南區  ,臺南市安南區安中路5段淹水,臺南市安南區安中路5段淹水,0,0,0,0,0,處理中,點,災情查報WEB,,163803.58,2550710.18,42642.4375
165791,2016-9-28 12:18,梅姬颱風,積淹水災情,房屋積淹水,"120.204011,23.043096",120.204011,23.043096,臺南市,安南區  ,臺南市安南區長溪路2段淹水,臺南市安南區長溪路2段淹水,0,0,0,0,0,處理中,點,災情查報WEB,,168425.44,2549277.09,42642.4375
165838,2016-9-28 12:13,梅姬颱風,積淹水災情,地區積淹水,"120.201294,23.051301",120.201294,23.051301,臺南市,安南區  ,臺南市安南區本原街一段,昨晚至今淹水,0,0,0,0,0,已處理,點,災情查報WEB,,168151.95,2550187.24,42642.43819
165891,2016-9-28 12:07,梅姬颱風,積淹水災情,房屋積淹水,"120.172656,23.064031",120.172656,23.064031,臺南市,安南區  ,臺南市安南區海佃路4段525巷3號,淹水,0,0,0,0,0,已處理,點,災情查報WEB,,165225.08,2551613.29,42642.43889
165919,2016-9-28 12:05,梅姬颱風,積淹水災情,房屋積淹水,"120.188133,23.043312",120.188133,23.043312,臺南市,安南區  ,臺南市安南區安吉路一段453號,淹水,0,0,0,0,0,已處理,點,災情查報WEB,,166798.29,2549309.95,42642.43889
165938,2016-9-28 12:03,梅姬颱風,積淹水災情,房屋積淹水,"120.206382,23.041783",120.206382,23.041783,臺南市,安南區  ,臺南市安南區長溪路一段406巷55弄,淹水,0,0,0,0,0,已處理,點,災情查報WEB,,168667.65,2549130.37,42642.43889
165975,2016-9-28 12:00,梅姬颱風,積淹水災情,房屋積淹水,"120.172656,23.064031",120.172656,23.064031,臺南市,安南區  ,臺南市安南區海佃路4段525巷3號,淹40公分,0,0,0,0,0,處理中,點,災情查報WEB,,165225.08,2551613.29,42642.43958
166013,2016-9-28 11:57,梅姬颱風,積淹水災情,房屋積淹水,"120.206382,23.041783",120.206382,23.041783,臺南市,安南區  ,臺南市安南區長溪路一段406巷55弄,深20長20寬5 ,0,0,0,0,0,已處理,點,災情查報WEB,,168667.65,2549130.37,42642.44028
166140,2016-9-28 11:46,梅姬颱風,積淹水災情,道路積淹水,"121.5325,24.99401",121.5325,24.99401,臺北市,文山區  ,台北市文山區景文街146巷15號,房屋/道路淹水,0,0,0,0,0,已處理,點,自建系統,,303753.65,2765219.64,42642.44167
166168,2016-9-28 11:44,梅姬颱風,積淹水災情,地區積淹水,"120.190759,23.041415",120.190759,23.041415,臺南市,安南區  ,臺南市安南區同安路167巷,已淹至腳踝處,0,0,0,0,0,已處理,點,災情查報WEB,,167066.26,2549098.38,42642.44167
166184,2016-9-28 11:43,梅姬颱風,積淹水災情,房屋積淹水,"120.188133,23.043312",120.188133,23.043312,臺南市,安南區  ,臺南市安南區安吉路一段453號,溪心里長來電ㄧ安吉路一段453號過去淹水,0,0,0,0,0,處理中,點,災情查報WEB,,166798.29,2549309.95,42642.44236
166213,2016-9-28 11:40,梅姬颱風,積淹水災情,房屋地下室積水,"120.366832479346,22.6671519540905",120.366832,22.667152,高雄市,鳥松區  ,高雄市鳥松區鳥松圖書館、鳥松衛生所,因鳥松圖書館四處漏水，造成隔壁衛生所地下室嚴重淹水，請鳥松圖書館人員盡速處理，並洽衛生所人員,0,0,0,0,0,已處理,點,災情查報WEB,,184933.56,2507565.2,42642.44236
166226,2016-9-28 11:39,梅姬颱風,積淹水災情,地區積淹水,"120.18409,23.039741",120.18409,23.039741,臺南市,安南區  ,臺南市安南區海中街77巷,易淹水地區-現又開始積淹水至腳踝,0,0,0,0,0,已處理,點,災情查報WEB,,166381.73,2548916.8,42642.44236
166246,2016-9-28 11:38,梅姬颱風,積淹水災情,房屋積淹水,"120.18233105309194,22.99844736611213",120.182331,22.998447,臺南市,安平區  ,台南市安平區安平路160號(房屋淹水，請求抽水機協助),2016/09/28 11:38:14 - 2503696民眾透過李文正議員陳情,0,0,0,0,0,處理中,點,119消防署派遣系統,,166175.93,2544344.9,42642.44306
166313,2016-9-28 11:33,梅姬颱風,積淹水災情,房屋積淹水,"120.181673,23.040398",120.181673,23.040398,臺南市,安南區  ,臺南市安南區海環街421號,要求送沙包給她,0,0,0,0,0,已處理,點,災情查報WEB,,166134.42,2548990.94,42642.44375
166331,2016-9-28 11:32,梅姬颱風,積淹水災情,地區積淹水,"120.255208,23.015574",120.255208,23.015574,臺南市,永康區  ,臺南市永康區永春街,昨天淹水已退.現又開始積淹水.能否馬上抽水,0,0,0,0,0,已處理,點,災情查報WEB,,173656.93,2546201.69,42642.44375
166336,2016-9-28 11:32,梅姬颱風,積淹水災情,房屋積淹水,"120.177193,23.066817",120.177193,23.066817,臺南市,安南區  ,臺南市安南區海佃路4段388巷156弄17號,淹水40公分,0,0,0,0,0,處理中,點,災情查報WEB,,165691.73,2551919.19,42642.44375
166373,2016-9-28 11:29,梅姬颱風,積淹水災情,道路積淹水,"120.466977,22.837525",120.466977,22.837525,高雄市,旗山區  ,高雄市旗山區南洲里義竹巷9號,積水到腰部,0,0,0,0,0,已處理,點,災情查報WEB,,195292.86,2526390.74,42642.44444
166439,2016-9-28 11:25,梅姬颱風,積淹水災情,道路積淹水,"120.229686,22.939249",120.229686,22.939249,臺南市,仁德區  ,臺南市仁德區文華路二段316巷,往石鼓函洞積水,0,0,0,0,0,處理中,點,災情查報WEB,,170996.39,2537763.01,42642.44514
166449,2016-9-28 11:25,梅姬颱風,積淹水災情,地區積淹水,"120.180613,22.931078",120.180613,22.931078,臺南市,南區   ,臺南市南區灣裡路88巷內,已淹水約15公分,0,0,0,0,0,處理中,點,災情查報WEB,,165958.17,2536885.37,42642.44583
166474,2016-9-28 11:23,梅姬颱風,積淹水災情,地區積淹水,"120.19356,23.016436",120.19356,23.016436,臺南市,北區   ,臺南市北區文賢路1122巷,大雨來已開始淹水,0,0,0,0,0,處理中,點,災情查報WEB,,167338.1,2546330.6,42642.44583
166505,2016-9-28 11:21,梅姬颱風,積淹水災情,地下道積水,"121.52449607849121,23.89164506282408",121.524496,23.891645,花蓮縣,壽豐鄉  ,花蓮縣壽豐鄉平和村,鐵路地下道淹水,0,0,0,0,0,待處理,點,災情查報WEB,,303408.15,2643122.21,42642.44653
166530,2016-9-28 11:20,梅姬颱風,積淹水災情,地區積淹水,"120.299413917273,23.5890593027532",120.299414,23.589059,雲林縣,北港鎮  ,雲林縣北港鎮,"牛稠腳82號淹水,需要派車協助清運大型垃圾",0,0,0,0,0,已處理,點,災情查報WEB,,178495.53,2609688.78,42642.44653
166533,2016-9-28 11:20,梅姬颱風,積淹水災情,地下道積水,"121.52835845947266,23.90498531449869",121.528358,23.904985,花蓮縣,壽豐鄉  ,花蓮縣壽豐鄉志學村,鐵路地下道淹水,0,0,0,0,0,處理中,點,災情查報WEB,,303795.95,2644601.1,42642.44653
166621,2016-9-28 11:13,梅姬颱風,積淹水災情,道路積淹水,"121.5415,24.99277",121.5415,24.99277,臺北市,文山區  ,景文街146巷臨15號高爾夫球練習場淹水約230公分,景文街146巷臨15號高爾夫球練習場淹水約230公分,0,0,0,0,0,已處理,點,自建系統,,304662.73,2765085.89,42642.44792
166632,2016-9-28 11:12,梅姬颱風,積淹水災情,房屋積淹水,"120.248275,22.936997",120.248275,22.936997,臺南市,仁德區  ,臺南市仁德區中正路一段656巷,淹水約20幾戶,0,0,0,0,0,處理中,點,災情查報WEB,,172901.68,2537503.76,42642.44792
166643,2016-9-28 11:11,梅姬颱風,積淹水災情,道路積淹水,"120.22415,22.923262",120.22415,22.923262,臺南市,仁德區  ,臺南市仁德區保安路一段,全段淹水,0,0,0,0,0,處理中,點,災情查報WEB,,170419.25,2535995.61,42642.44792
166669,2016-9-28 11:10,梅姬颱風,積淹水災情,房屋積淹水,"120.224431540507,23.3488410238378",120.224432,23.348841,嘉義縣,義竹鄉  ,嘉義縣義竹鄉北華村區域,整村淹水，停電,0,0,0,0,0,處理中,點,災情查報WEB,,170698.8,2583124.89,42642.44861
166686,2016-9-28 11:09,梅姬颱風,積淹水災情,地區積淹水,"120.327928,22.7306",120.327928,22.7306,高雄市,楠梓區  ,高雄市楠梓區旗楠路,旗楠路524巷2號 前楠梓交流道下積水嚴重,0,0,0,0,0,已處理,點,災情查報WEB,,180967.28,2514608.62,42642.44861
166776,2016-9-28 11:02,梅姬颱風,積淹水災情,道路積淹水,"120.33991,22.849376",120.33991,22.849376,高雄市,阿蓮區  ,高雄市阿蓮區復安里復安路215號,"往龍湖庵上坡路段中間,水溝塞住,路面充滿流水 本所已派廠商處置完畢",0,0,0,0,0,已處理,點,災情查報WEB,,182256.77,2527755.78,42642.45
166830,2016-9-28 10:57,梅姬颱風,積淹水災情,地區積淹水,"120.44052114080996,23.46116926483643",120.440521,23.461169,嘉義市,西區   ,嘉義市西區世賢路三段586號(淹水), 路樹倒阻礙排水,0,0,0,0,0,處理中,點,119消防署派遣系統,,192842.61,2595462.36,42642.45069
166899,2016-9-28 10:52,梅姬颱風,積淹水災情,道路積淹水,"120.220869,22.917538",120.220869,22.917538,臺南市,仁德區  ,臺南市仁德區中正西路211巷,行大一街及中正西路211巷淹水,0,0,0,0,0,處理中,點,災情查報WEB,,170079.34,2535363.52,42642.45139
166921,2016-9-28 10:50,梅姬颱風,積淹水災情,道路積淹水,"120.25975,22.991447",120.25975,22.991447,臺南市,仁德區  ,臺南市仁德區太子路與中正路口,中正路與太子路口封鎖,0,0,0,0,0,處理中,點,災情查報WEB,,174109.02,2543527.52,42642.45208
166961,2016-9-28 10:48,梅姬颱風,積淹水災情,道路積淹水,"120.4339287,23.4632228",120.433929,23.463223,嘉義市,西區   ,嘉義市西區 導明里民生南路94巷內,嘉義市西區導明里民生南路94巷內側積水，水深最深處5公分，兩側各約6公尺長。,0,0,0,0,0,處理中,點,網路災情通報APP,,192169.99,2595692.4,42642.45278
167076,2016-9-28 10:41,梅姬颱風,積淹水災情,地區積淹水,"120.4355,23.48905",120.4355,23.48905,嘉義市,西區   ,嘉義市西區自由路237號,積水30公分，樹葉樹枝阻礙排水,0,0,0,0,0,已處理,點,災情查報WEB,,192341.75,2598551.96,42642.45417
167086,2016-9-28 10:40,梅姬颱風,積淹水災情,道路積淹水,"120.421662,23.470544",120.421662,23.470544,嘉義市,西區   ,嘉義市西區世賢路二段482號,《災情通報.劉厝里長》 日期：105年9月28日 事由：排水溝阻塞淹水 位置：世賢路二段（玉山路口） 通報：劉厝里長 許明對 電話：0988770319,0,0,0,0,0,處理中,點,網路災情通報APP,,190920.05,2596508.16,42642.45417
167091,2016-9-28 10:40,梅姬颱風,積淹水災情,房屋積淹水,"120.195454,23.029082",120.195454,23.029082,臺南市,安南區  ,台南巿安南區郡安路五段58號,地下室淹水,0,0,0,0,0,已處理,點,災情查報WEB,,167539.94,2547729.96,42642.45417
167136,2016-9-28 10:38,梅姬颱風,積淹水災情,道路積淹水,"120.463531,23.4830527",120.463531,23.483053,嘉義市,東區   ,嘉義市東區公義路與彌陀路交接處至公義路1號(長青園),路面積水，斷枝落葉清運,0,0,0,0,0,已處理,點,網路災情通報APP,,195202.43,2597876.83,42642.45486
167164,2016-9-28 10:36,梅姬颱風,積淹水災情,房屋積淹水,"120.305833,23.579533",120.305833,23.579533,雲林縣,北港鎮  ,雲林縣北港鎮新街里,新街里北辰派出所旁大圳淹水至民宅,0,0,0,0,0,已處理,點,災情查報WEB,,179145.58,2608630.58,42642.45556
167180,2016-9-28 10:35,梅姬颱風,積淹水災情,道路積淹水,"120.273396,22.992393",120.273396,22.992393,臺南市,仁德區  ,臺南市仁德區太子路,太子路涵洞積水已封鎖,0,0,0,0,0,處理中,點,災情查報WEB,,175508.59,2543625.29,42642.45556
155678,2016-9-28 10:22,梅姬颱風,積淹水災情,地區積淹水,"120.55386836285534,22.692967320582955",120.553868,22.692967,屏東縣,長治鄉  ,屏東縣長治鄉長治交流道往南/圓眾檳榔攤旁大排水溝阻塞,2016/09/28 10:22:54 - 110鄭轉報/李先生0915-919766 上述地點.人為加設鐵支架.阻塞排水設施.請派員疏濬.無人員受困.,0,0,0,0,0,處理中,點,119消防署派遣系統,,204162.91,2510354,42641.45208
155706,2016-9-28 10:21,梅姬颱風,積淹水災情,道路積淹水,"120.4339657,23.4632202",120.433966,23.46322,嘉義市,西區   ,嘉義市西區世賢路三段快車道,"嘉義市西區世賢路三段快車道(約世賢路三段279號對面)路面積水約200公尺,水深約15公分,恐影響車輛通行。",0,0,0,0,0,待處理,點,網路災情通報APP,,192173.77,2595692.09,42641.45208
155730,2016-9-28 10:19,梅姬颱風,積淹水災情,道路積淹水,"120.220658,22.94405",120.220658,22.94405,臺南市,仁德區  ,臺南市仁德區文賢路一帶,奇美博物館前一帶路面淹水,0,0,0,0,0,待處理,點,災情查報WEB,,170073.25,2538299.55,42641.45208
167364,2016-9-28 10:13,梅姬颱風,積淹水災情,道路積淹水,"120.300719,22.811198",120.300719,22.811198,高雄市,岡山區  ,高雄市岡山區台上里成功路460巷,台上里成功路460巷口積水,0,0,0,0,0,已處理,點,災情查報WEB,,178214.54,2523546.61,42642.46319
155869,2016-9-28 10:10,梅姬颱風,積淹水災情,地區積淹水,"120.134458,23.019061",120.134458,23.019061,臺南市,安南區  ,臺南市安南區大眾路381號鎮海國小,全校淹水，水深約30公分，請協助抽水,0,0,0,0,0,處理中,點,災情查報WEB,,161281.42,2546655.86,42641.45208
155917,2016-9-28 10:07,梅姬颱風,積淹水災情,道路積淹水,"120.351762,23.103652",120.351762,23.103652,臺南市,山上區  ,臺南市山上區明和里,國三善化交流道往山上178市道積水封路,0,0,0,0,0,待處理,點,災情查報WEB,,183597.5,2555908.29,42641.45278
155919,2016-9-28 10:07,梅姬颱風,積淹水災情,地區積淹水,"120.330106,22.72786",120.330106,22.72786,高雄市,楠梓區  ,高雄市楠梓區楠梓路,楠梓路290巷公所施作排水溝工程因出水口阻塞影響排水,0,0,0,0,0,待處理,點,災情查報WEB,,181189.63,2514304.2,42641.45278
155957,2016-9-28 10:05,梅姬颱風,積淹水災情,房屋地下室積水,"120.27469,22.651425",120.27469,22.651425,高雄市,鼓山區  ,高雄市鼓山區明德路2號,鼓山高中地下室淹水，需抽水機。,0,0,0,0,0,待處理,點,災情查報WEB,,175455.86,2505866.96,42641.45278
156129,2016-9-28 09:55,梅姬颱風,積淹水災情,地區積淹水,"121.36901,25.07498",121.36901,25.07498,新北市,林口區  ,林口區仁愛二路、民族路口(立德公園對面工地),立德公園對面工地有淹水情況，已拉起封鎖線，防止民眾務入，現場無人員受傷受困現場圍籬上建地名稱為公園首席，電話:02:26088081,0,0,0,0,0,已處理,點,自建系統,,287225.4,2774133.33,42641.45278
156152,2016-9-28 09:53,梅姬颱風,積淹水災情,房屋積淹水,"120.335288138143,23.036075890204",120.335288,23.036076,臺南市,新化區  ,臺南市新化區,市長臉書陳情- 淹水一樓高都沒人關心.家中東西全毀.訴求能否請國軍幫忙清理善後,0,0,0,0,0,待處理,點,災情查報WEB,,181875.93,2548432.56,42641.45347
156164,2016-9-28 09:52,梅姬颱風,積淹水災情,房屋積淹水,"120.192336,22.998329",120.192336,22.998329,臺南市,中西區  ,臺南市中西區民權路三段270號,2戶地下室淹水，徐小姐報案，電話0910774490、2209646、2290091,0,0,0,0,0,待處理,點,災情查報WEB,,167201.58,2544326.11,42641.45347
156319,2016-9-28 09:41,梅姬颱風,積淹水災情,地下道積水,"121.76557302474976,24.797906320634667",121.765573,24.797906,宜蘭縣,礁溪鄉  ,宜蘭縣礁溪鄉白鵝村,鐵路下方涵洞積水。,0,0,0,0,0,待處理,點,災情查報WEB,,327404.36,2743610.51,42641.45417
156344,2016-9-28 09:39,梅姬颱風,積淹水災情,道路積淹水,"120.505874,22.858278",120.505874,22.858278,高雄市,旗山區  ,高雄市旗山區廣福里廣清路,廣福里廣清路淹水至膝、路樹倒塌 ,0,0,0,0,0,處理中,點,災情查報WEB,,199292.85,2528674.91,42641.45417
156400,2016-9-28 09:35,梅姬颱風,積淹水災情,房屋積淹水,"120.209993,23.037718",120.209993,23.037718,臺南市,安南區  ,臺南市安南區長溪路一段168巷43弄2號,約7公分,0,0,0,0,0,待處理,點,災情查報WEB,,169035.31,2548678.21,42641.45417
156422,2016-9-28 09:34,梅姬颱風,積淹水災情,道路積淹水,"120.472339609466,22.8759120076776",120.47234,22.875912,高雄市,旗山區  ,高雄市旗山區廣福里中興街,廣福里中興街淹水,0,0,0,0,0,處理中,點,災情查報WEB,,195858.48,2530639.52,42641.45417
156508,2016-9-28 09:29,梅姬颱風,積淹水災情,地區積淹水,"120.318425,22.732658",120.318425,22.732658,高雄市,楠梓區  ,高雄市楠梓區德民路,惠民里德民橋72期重劃區機車道路面積水,0,0,0,0,0,處理中,點,災情查報WEB,,179992.19,2514840.97,42641.45486
156546,2016-9-28 09:26,梅姬颱風,積淹水災情,道路積淹水,"120.366832479346,22.6671519540905",120.366832,22.667152,高雄市,鳥松區  ,高雄市鳥松區東豐巷,東豐巷沿線淹水嚴重，無法通行,0,0,0,0,0,處理中,點,災情查報WEB,,184933.56,2507565.2,42641.45486
156553,2016-9-28 09:26,梅姬颱風,積淹水災情,地區積淹水,"120.262563,22.744861",120.262563,22.744861,高雄市,梓官區  ,高雄市梓官區典寶里大舍南路典寶橋附近,積水,0,0,0,0,0,處理中,點,災情查報WEB,,174260.84,2516219.74,42641.45486
156562,2016-9-28 09:25,梅姬颱風,積淹水災情,地區積淹水,"120.466229,22.838105",120.466229,22.838105,高雄市,旗山區  ,高雄市旗山區中南街1號,積水至腰以上,0,0,0,0,0,處理中,點,災情查報WEB,,195216.32,2526455.25,42641.45486
156563,2016-9-28 09:25,梅姬颱風,積淹水災情,房屋積淹水,"120.431879489069,23.2807601513188",120.431879,23.28076,臺南市,東山區  ,臺南市東山區,聖賢里北勢寮2、3鄰有2戶淹水約50公分高。,0,0,0,0,0,待處理,點,災情查報WEB,,191881.16,2575486.96,42641.45486
156621,2016-9-28 09:22,梅姬颱風,積淹水災情,房屋積淹水,"120.260841,23.011709",120.260841,23.011709,臺南市,永康區  ,臺南市永康區國光八街74號,地下室淹水嚴重需支援抽水機,0,0,0,0,0,處理中,點,災情查報WEB,,174232.19,2545770.76,42641.45556
156630,2016-9-28 09:21,梅姬颱風,積淹水災情,道路積淹水,"120.493894,22.915041",120.493894,22.915041,高雄市,旗山區  ,高雄市旗山區圓富里旗甲路三段23號至378號,圓富里旗甲路三段23號至378號路面淹水,0,0,0,0,0,已處理,點,災情查報WEB,,198085.03,2534964.69,42641.45556
156659,2016-9-28 09:20,梅姬颱風,積淹水災情,地區積淹水,"120.326242,22.618742",120.326242,22.618742,高雄市,苓雅區  ,朝陽里凱旋三路　,朝陽里凱旋三路鐵路旁巷道積水嚴重,0,0,0,0,0,待處理,點,災情查報WEB,,180737.94,2502222.95,42641.45556
156672,2016-9-28 09:19,梅姬颱風,積淹水災情,房屋積淹水,"120.39994239807129,23.670114236300932",120.399942,23.670114,雲林縣,土庫鎮  ,雲林縣土庫鎮溪邊里,竹腳寮道路積水，請水利處派2台抽水機安裝於抽水站,0,0,0,0,0,處理中,點,災情查報WEB,,188793.79,2618618.67,42641.45556
156675,2016-9-28 09:18,梅姬颱風,積淹水災情,房屋積淹水,"120.181018,23.048413",120.181018,23.048413,臺南市,安南區  ,臺南市安南區功安一街51號,案址前水溝因砂石淤積，影響排水，造成積水未退,0,0,0,0,0,待處理,點,災情查報WEB,,166072.26,2549878.9,42641.45556
156679,2016-9-28 09:18,梅姬颱風,積淹水災情,房屋積淹水,"120.503259,22.932693",120.503259,22.932693,高雄市,旗山區  ,高雄市旗山區旗甲路三段165號,旗山區旗甲路三段165號圓潭派出所淹水,0,0,0,0,0,已處理,點,災情查報WEB,,199052.29,2536916.11,42641.45556
156699,2016-9-28 09:16,梅姬颱風,積淹水災情,房屋積淹水,"120.501257,22.927359",120.501257,22.927359,高雄市,旗山區  ,高雄市旗山區圓富里,旗山區圓富里陳家古厝淹水,0,0,0,0,0,已處理,點,災情查報WEB,,198844.95,2536326.15,42641.45556
156728,2016-9-28 09:14,梅姬颱風,積淹水災情,道路積淹水,"120.503763,22.932522",120.503763,22.932522,高雄市,旗山區  ,高雄市旗山區中正里和正街與富林街口,旗山區中正里和正街與富林街口淹水,0,0,0,0,0,處理中,點,災情查報WEB,,199103.91,2536897,42641.45556
156759,2016-9-28 09:12,梅姬颱風,積淹水災情,道路積淹水,"120.503763,22.932522",120.503763,22.932522,高雄市,旗山區  ,高雄市旗山區中正里和正街往東溪巷,旗山區中正里和正街往東溪巷道路淹水,0,0,0,0,0,已處理,點,災情查報WEB,,199103.91,2536897,42641.45625
156760,2016-9-28 09:12,梅姬颱風,積淹水災情,道路積淹水,"120.30190229415894,22.693635460044142",120.301902,22.693635,高雄市,左營區  ,高雄市左營區屏山國小門前,"海功東路屏山國小前道路積水,東西向無法通行.",0,0,0,0,0,處理中,點,災情查報WEB,,178274.67,2510527.72,42641.45625
156764,2016-9-28 09:11,梅姬颱風,積淹水災情,房屋積淹水,"120.334869,23.753462",120.334869,23.753462,雲林縣,崙背鄉  ,雲林縣崙背鄉阿勸村中厝7-12號,家中淹水、屋頂掀落,0,0,0,0,0,處理中,點,災情查報WEB,,182199.18,2627878.71,42641.45625
156807,2016-9-28 09:07,梅姬颱風,積淹水災情,房屋積淹水,"120.395883995634,22.8655027465677",120.395884,22.865503,高雄市,田寮區  ,高雄市田寮區小滾水路17號,2層樓高,0,0,0,0,0,待處理,點,災情查報WEB,,188008.69,2529516.98,42641.45625
156822,2016-9-28 09:05,梅姬颱風,積淹水災情,房屋地下室積水,"120.70904200887739,24.243326921178664",120.709042,24.243327,臺中市,豐原區  ,台中市豐原區大明路236巷66弄36號（地下室積水1cm）, 地下室積水,0,0,0,0,0,處理中,點,119消防署派遣系統,,220453.31,2682002.13,42641.45625
156826,2016-9-28 09:05,梅姬颱風,積淹水災情,房屋積淹水,"120.555053,22.895315",120.555053,22.895315,高雄市,美濃區  ,高雄市美濃區民族路18巷19號,房屋淹水受困,0,0,0,1,0,已處理,點,災情查報WEB,,204352.05,2532760.08,42641.45625
156853,2016-9-28 09:02,梅姬颱風,積淹水災情,道路積淹水,"120.301677671788,22.8039333729366",120.301678,22.803933,高雄市,岡山區  ,高雄市岡山區百米里,典寶溪A區滯洪池的水已滿到路面，低窪區也已積水。,0,0,0,0,0,待處理,點,災情查報WEB,,178309.16,2522741.69,42641.45625
156862,2016-9-28 09:02,梅姬颱風,積淹水災情,房屋積淹水,"120.154785156529,23.0440449283549",120.154785,23.044045,臺南市,安南區  ,臺南市安南區,校長來電校園全區淹水嚴重.需支援抽水馬達,0,0,0,0,0,處理中,點,災情查報WEB,,163381.04,2549410.46,42641.45625
